gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3710573524	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6265	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	E. Java, res. Besuki, Mt Raung, S. slope, above village Gunungsari.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-8.25	114.0											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.444Z		
3710573523	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep10604	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus emblica		SPECIES	Phyllanthus emblica L.	Phyllanthus emblica	L.	IN	West Bengal - Calcutta/State of West Bengal		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	23.11	87.83											5381660	5381660	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.443Z		
3710573522	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6272	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Sumatra, Jambi Province, Berbak Reserve, Air Hitam Laut River, just above sea level, fresh water swamp forest.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-1.33	104.33											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.436Z		
3710573521	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen15	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Lweyaung	Shan	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	23.878056	96.730833							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.435Z		COORDINATE_ROUNDED
3710573520	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6270	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	N.Moluccasm, Halmahera, Central part, Akelamo Oba. Indonesia.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	0.57	127.6											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.435Z		
3710573519	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Vivi15	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Tulobolo-Pinogu Resort, Boganinani Wartabone national park in Poduwoma village	Gorontalo	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	0.511111	123.260833							2012-08		8	2012	4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.435Z		COORDINATE_ROUNDED
3710573518	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep10609	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus emblica		SPECIES	Phyllanthus emblica L.	Phyllanthus emblica	L.	LA	Roadside verges and surrounding forests along road from Nakai to Nakai N		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	17.72	105.21											5381660	5381660	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.446Z		
3710573517	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6266	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Archipel.Ind. N. Midden Ceram bij Soleman.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-2.96	129.11											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.446Z		
3710573516	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11936	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	3 miles NE of Sawette Sawmill near Salamaua		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-7.01	145.09											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.446Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573515	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep10605	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus emblica		SPECIES	Phyllanthus emblica L.	Phyllanthus emblica	L.	IN	Pondicherry - Pondichéry/Union Territory of Puducherry		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	11.92	79.76											5381660	5381660	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.446Z		
3710573514	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11934	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	5 mi. [8 km] N of Kiunga, on road to Rumingae. Subdist. Kiunga, Western district.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-6.17	141.33											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.440Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573513	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen18	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Ngayangyaw	Ayeyarwady	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	19.352778	95.801667							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.437Z		COORDINATE_ROUNDED
3710573512	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11935	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	Yemenz, ca 5 mi. [8 km] from Rouku, subdist. Morehead, Western district.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-8.7	141.58											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.444Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573511	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6264	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Kalimantan Tengah, Sintang HPH km 85-86; along subsidary road SW off main logging road.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-0.82	112.05											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.443Z		
3710573510	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11938	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	Maipa Village		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-8.33	146.5											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.442Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573509	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep10601	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus emblica		SPECIES	Phyllanthus emblica L.	Phyllanthus emblica	L.	IN	Karnataka - Hab. maisor & Carnatic./State of Karnataka		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	14.54	76.34											5381660	5381660	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.440Z		
3710573508	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6263	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Flora of Nort East Kepala.Kabupatan Manokwari; Kecematan Kebar.Bukit Bamsam, between Sungai Apni and Kampong Anjai II.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-0.8	133.07											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.441Z		CONTINENT_COORDINATE_MISMATCH
3710573507	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11931	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	Morobe Province; Kamiali Wildlife Management Area; shoreline along Bulili Ridge near Lababia.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-7.3	147.02											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.440Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573506	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep19898	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Terminalia	Terminalia chebula		SPECIES	Terminalia chebula Retz.	Terminalia chebula	Retz.	TH	N. Thailand, Prov.: Chieng mai.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	18.75	98.42											3189388	3189388	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.438Z		
3710573505	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen16	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Tonbon	Sagaing	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	23.831667	96.380833							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.439Z		COORDINATE_ROUNDED
3710573504	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11933	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-8.33	146.55											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.439Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573503	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep19899	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Terminalia	Terminalia chebula		SPECIES	Terminalia chebula Retz.	Terminalia chebula	Retz.	TH	N. Thailand, prov. Chiang Mai, Eastern flank of Doi Inthanond, near Sop Aep.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	18.67	98.42											3189388	3189388	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.439Z		
3710573502	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen17	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Pyunmana	Mandalay	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	19.539722	96.485556							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.438Z		COORDINATE_ROUNDED
3710573501	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep11930	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus neriifolius		SPECIES	Podocarpus neriifolius D.Don	Podocarpus neriifolius	D.Don	PG	Dobodura Plain, Embi Lakes area		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-8.83	148.33											5286088	5286088	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.438Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573500	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen19	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Thayarwady	Bago	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	18.078333	96.115278							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.437Z		COORDINATE_ROUNDED
3710573499	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Vivi14	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	Tulobolo-Pinogu Resort at Boganinani Wartabone national park in Poduwoma village	Gorontalo	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	0.511389	123.261111							2012-08		8	2012	4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.437Z		COORDINATE_ROUNDED
3710573498	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:11p41n958	Plantae	Tracheophyta	Magnoliopsida	Malvales	Dipterocarpaceae	Anisoptera	Anisoptera costata		SPECIES	Anisoptera costata Korth.	Anisoptera costata	Korth.	KH	Prey Lang	Stung Treng	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	13.26039	105.35023	20.0						2011-04-03	3	4	2011	8123894	8123894	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.437Z		
3710573497	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen13	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Hmangin	Sagaing	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	24.228056	95.928889							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.436Z		COORDINATE_ROUNDED
3710573496	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen12	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	IN	Jamki	West Bengal	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	20.45	82.783333							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.436Z		COORDINATE_ROUNDED
3710573495	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23918	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-12.15	134.49											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.435Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573494	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep6271	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	Diospyros cauliflora		SPECIES	Diospyros cauliflora Blume	Diospyros cauliflora	Blume	ID	near Labuha.		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-0.62	127.48											4069752	4069752	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.435Z		
3710573493	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen14	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	MM	Ywahaung	Sagaing	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	24.093056	96.176667							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.436Z		COORDINATE_ROUNDED
3710573492	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23916	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-14.79	134.91											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573491	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23919	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-12.33	135.08											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573490	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep19891	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Terminalia	Terminalia chebula		SPECIES	Terminalia chebula Retz.	Terminalia chebula	Retz.	MM	Myitkyina		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	25.38	97.4											3189388	3189388	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		
3710573489	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23917	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-15.39	129.23											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573488	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep19892	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Combretaceae	Terminalia	Terminalia chebula		SPECIES	Terminalia chebula Retz.	Terminalia chebula	Retz.	NP	Makwanpur - West of Hetauda, Saraswati forest above Laxminarayan Temple		PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	27.46	85.0											3189388	3189388	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		
3710573487	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23914	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-13.14	135.96											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.434Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573486	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23915	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-14.22	129.92											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.433Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573485	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen10	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	IN	Attakatti	Tamil Nadu	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	10.416667	76.966667							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.434Z		COORDINATE_ROUNDED
3710573484	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23910	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-12.76	132.66											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.430Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573483	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23913	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-13.08	135.88											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.432Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
3710573482	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:OKHansen11	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Tectona	Tectona grandis		SPECIES	Tectona grandis L.f.	Tectona grandis	L.f.	IN	Niladriprasad	Odisha	PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	19.866667	85.083333							2015			2015	2925649	2925649	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0		O.K. Hansen etal			2025-01-31T18:21:55.433Z		COORDINATE_ROUNDED
3710573481	203864a6-7d00-444b-bba2-095ff968e4d4	AllianceBioversityCIAT:Pep23920	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca cajuputi		SPECIES	Melaleuca cajuputi Powell	Melaleuca cajuputi	Powell	AU			PRESENT		fee3882f-5360-4f01-a1ca-767c48fa629c	-12.35	131.62											5415885	5415885	HUMAN_OBSERVATION	Alliance of Bioversity International and the International Center for Tropical Agriculture (CIAT)						CC_BY_4_0					2025-01-31T18:21:55.426Z		CONTINENT_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH
